Year,Engine Size (L),Price (EUR),Price (USD)
2014,2.4,38104.2505,44828.53
2015,1.2,13909.094,16363.64
2018,2.2,28628.272,33680.32
2011,3.7,14380.8695,16918.67
2013,2.8,18338.5035,21574.71
2011,1.2,14312.6655,16838.43
2015,4.3,45601.31,53648.6
2010,1.3,56094.798,65993.88
2012,1.2,63974.655,75264.3
2011,3.2,26251.417,30884.02
2016,1.3,50142.435,58991.1
2016,3.0,13557.0495,15949.47
2010,3.3,19040.221,22400.26
2018,3.8,46690.06649999999,54929.49
2014,3.8,19185.367,22571.02
2017,2.6,47383.811,55745.66
2013,2.5,14404.202,16946.12
2010,2.3,47598.266,55997.96
2018,4.6,27449.0415,32292.99
2015,1.4,67048.323,78880.38
2011,1.8,17747.3455,20879.23
2020,2.9,36297.125,42702.5
2019,3.2,19642.1145,23108.37
2013,2.4,40584.865,47746.9
2014,1.6,45747.697,53820.82
2010,4.8,61073.3925,71851.05
2014,3.5,63975.07149999999,75264.79
2013,2.1,63124.978,74264.68
2014,3.6,32328.203,38033.18
2012,4.4,45531.1595,53566.07
2013,2.7,16085.9865,18924.69
2018,2.2,50249.4075,59116.95
2015,5.0,37936.843,44631.58
2014,2.9,60402.853,71062.18
2013,2.8,55900.23299999999,65764.98
2016,2.1,20598.492,24233.52
2014,3.7,55831.060000000005,65683.6
2010,4.7,19481.252,22919.12
2015,3.6,36457.01,42890.6
2011,1.3,61087.851,71868.06
2018,1.9,24412.8585,28721.01
2012,1.7,31224.8945,36735.17
2011,3.2,52184.5005,61393.53
2018,3.9,63510.25749999999,74717.95
2019,2.3,30757.4115,36185.19
2015,3.2,41272.6425,48556.05
2015,2.9,47606.7405,56007.93
2014,4.6,25820.6625,30377.25
2020,1.0,27784.324,32687.44
2011,2.2,54748.5085,64410.01
2011,4.9,35774.1115,42087.19
2017,3.6,53181.865,62566.9
2014,1.1,29836.955,35102.3
2014,2.4,18267.367,21491.02
2017,4.8,56488.0845,66456.57
2015,2.9,31388.3665,36927.49
2015,3.2,31734.648,37334.88
2012,3.6,67304.44499999999,79181.7
2015,3.0,25240.903,29695.18
2010,3.6,53821.9915,63319.99
2020,3.7,16095.1155,18935.43
2019,4.5,20179.0255,23740.03
2013,1.1,52611.4385,61895.81
2013,2.2,37968.905,44669.3
2018,3.5,41989.184,49399.04
2011,3.4,57242.4765,67344.09
2017,3.0,61563.47699999999,72427.62
2019,2.4,32283.9095,37981.07
2010,2.4,40378.876,47504.56
2010,1.7,14750.2455,17353.23
2018,3.4,13589.12,15987.2
2013,1.9,30811.7265,36249.09
2011,4.4,30170.9455,35495.23
2012,4.0,23482.4315,27626.39
2018,1.3,37033.1825,43568.45
2016,1.4,56401.3505,66354.53
2015,2.2,14063.42,16545.2
2013,1.5,19307.1295,22714.27
2020,2.7,53444.4385,62875.81
2020,4.4,35169.0645,41375.37
2020,2.7,23810.6505,28012.53
2019,1.3,14844.043,17463.58
2020,1.4,50978.5035,59974.71
2014,4.6,13162.403,15485.18
2018,3.3,16785.375,19747.5
2013,2.9,43708.2495,51421.47
2015,4.3,51078.489,60092.34
2019,4.7,33017.5955,38844.23
2012,3.0,56134.0765,66040.09
2019,4.0,37914.2415,44604.99
2014,3.2,20717.4495,24373.47
2017,3.4,56347.316000000006,66290.96
2014,1.2,62197.203,73173.18
2013,3.7,12933.141,15215.46
2019,1.1,56971.811,67025.66
2010,3.3,37091.807,43637.42
2011,1.8,38333.0025,45097.65
2019,2.4,29057.777,34185.62
2019,2.8,25140.467,29577.02
2010,2.2,24344.493,28640.58
2011,3.6,51999.37899999999,61175.74
2020,1.4,26135.8765,30748.09
2017,3.3,44073.8005,51851.53
2016,3.7,23829.0445,28034.17
2010,1.9,53111.442500000005,62484.05
2011,1.2,64761.81449999999,76190.37
2018,4.8,19324.155,22734.3
2015,2.2,28653.7805,33710.33
2018,4.3,45631.502,53684.12
2010,2.2,43034.4375,50628.75
2011,4.9,30200.976,35530.56
2010,2.4,49442.001,58167.06
2019,4.9,45081.89199999999,53037.52
2013,4.2,62773.435000000005,73851.1
2013,2.8,38223.225,44968.5
2016,3.3,14430.314,16976.84
2015,2.3,49306.8765,58008.09
2010,4.2,26726.635,31443.1
2019,3.5,25979.638,30564.28
2012,3.3,34363.9615,40428.19
2017,3.0,33474.547,39381.82
2017,4.1,51933.368,61098.08
2018,1.4,53004.5125,62358.25
2010,3.2,23366.9165,27490.49
2017,3.9,46659.611,54893.66
2015,2.7,47758.3975,56186.35
2012,1.0,24134.9,28394.0
2018,2.6,30932.962,36391.72
2013,4.4,60094.15,70699.0
2016,4.1,37981.5105,44684.13
2019,4.7,53825.298,63323.88
2020,1.5,16422.178499999998,19320.21
2020,2.0,13492.6025,15873.65
2020,3.9,32693.023,38462.38
2016,1.3,25751.532,30295.92
2016,3.0,48141.025,56636.5
2017,4.5,43689.575,51399.5
2012,1.4,56852.9555,66885.83
2019,4.8,18251.2595,21472.07
2020,1.5,65232.655,76744.3
2014,2.0,14236.089,16748.34
2017,2.2,29756.256,35007.36
2010,3.3,34544.102,40640.12
2019,1.1,44286.1475,52101.35
2020,2.8,17070.685999999998,20083.16
2017,4.9,18649.187,21940.22
2015,2.9,48307.9565,56832.89
2013,3.0,43734.8715,51452.79
2016,4.9,67201.8925,79061.05
2013,4.3,44654.4695,52534.67
2016,4.3,61869.035,72787.1
2015,4.2,58796.8715,69172.79
2016,3.9,23117.2885,27196.81
2012,1.9,52323.926,61557.56
2016,1.2,27410.9105,32248.13
2014,1.1,47029.905,55329.3
2020,1.8,40883.0875,48097.75
2015,1.4,20424.6925,24029.05
2019,3.1,24324.637,28617.22
2020,3.4,52066.9965,61255.29
2014,4.0,48349.53,56881.8
2017,2.3,27096.9035,31878.71
2020,2.8,28803.134,33886.04
2014,1.4,28551.398,33589.88
2015,4.5,34644.3255,40758.03
2010,2.5,55015.553,64724.18
2015,4.2,62341.1505,73342.53
2015,1.2,27016.3405,31783.93
2020,2.3,18114.1375,21310.75
2011,5.0,18824.117,22146.02
2012,3.5,63619.916000000005,74846.96
2012,1.1,63898.9455,75175.23
2019,3.9,51147.152,60173.12
2014,2.9,17552.534,20650.04
2019,2.5,25502.346,30002.76
2011,4.3,24077.0915,28325.99
2016,2.0,65812.644,77426.64
2018,2.3,56004.3665,65887.49
2012,2.9,35860.922,42189.32
2015,4.4,44118.859,51904.54
2015,5.0,44818.171,52727.26
2012,2.8,17229.228,20269.68
2015,2.7,44213.2005,52015.53
2011,3.8,55822.560000000005,65673.6
2014,4.0,17592.305500000002,20696.83
2018,1.6,31388.3155,36927.43
2012,2.3,53508.9365,62951.69
2018,2.2,54516.7815,64137.39
2011,2.8,15415.464,18135.84
2014,3.5,67612.944,79544.64
2013,2.7,22104.794,26005.64
2010,2.7,29386.8885,34572.81
2010,3.7,18986.144,22336.64
2011,3.1,32102.2645,37767.37
2017,1.7,22132.3,26038.0
2011,4.6,23462.652,27603.12
2019,1.2,22231.2825,26154.45
2016,3.1,49079.986,57741.16
2018,3.8,54470.4055,64082.83
2011,3.4,51256.7085,60302.01
2018,4.2,31531.804,37096.24
2012,2.0,64696.356,76113.36
2020,1.1,62622.679,73673.74
2015,4.3,46944.5735,55228.91
2014,1.5,30629.6225,36034.85
2014,1.5,41480.697,48800.82
2018,3.1,21405.516,25182.96
2014,1.2,34294.210499999994,40346.13
2017,3.2,16878.169499999996,19856.67
2017,1.7,57683.516,67862.96
2015,2.9,40158.675,47245.5
2019,2.7,49167.638,57844.28
2011,4.8,40925.46,48147.6
2020,2.3,53952.543,63473.58
2013,1.6,51760.852,60895.12
2011,3.7,16790.339,19753.34
2011,4.1,48986.4095,57631.07
2014,3.8,41663.370500000005,49015.73
2012,3.8,14531.481,17095.86
2010,2.3,23336.053,27454.18
2013,2.9,50787.364,59749.84
2012,2.1,63423.243,74615.58
2018,4.7,28636.3215,33689.79
2017,4.3,25434.584,29923.04
2010,3.9,31087.169,36573.14
2012,3.7,29246.851,34408.06
2020,2.5,49772.056,58555.36
2015,2.3,58324.518,68617.08
2012,2.2,39294.4035,46228.71
2013,2.8,47917.8065,56373.89
2019,2.3,19305.693,22712.58
2013,4.8,61522.02250000001,72378.85
2011,3.8,55855.72699999999,65712.62
2016,2.5,61108.931,71892.86
2020,2.5,24648.521,28998.26
2013,4.6,38319.7085,45082.01
2015,3.1,64225.014,75558.84
2020,4.1,65587.11349999999,77161.31
2015,2.3,22614.845,26605.7
2010,3.2,31846.457,37466.42
2010,1.2,58755.485,69124.1
2020,1.2,53625.2335,63088.51
2017,4.5,51416.364,60489.84
2015,4.8,14094.564,16581.84
2017,1.7,55712.060000000005,65543.6
2020,2.1,32620.892,38377.52
2019,1.3,42746.8995,50290.47
2014,3.8,29247.65,34409.0
2010,1.5,17412.2925,20485.05
2014,1.4,54292.968,63874.08
2011,4.9,34625.1325,40735.45
2018,3.6,24962.664,29367.84
2019,3.5,65429.96549999999,76976.43
2016,2.2,48153.6645,56651.37
2014,3.1,17804.7545,20946.77
2014,3.2,38195.804,44936.24
2018,2.2,51030.5235,60035.91
2020,1.3,40934.9035,48158.71
2010,2.5,34921.527500000004,41084.15
2016,1.6,65342.407,76873.42
2015,2.9,32015.0035,37664.71
2016,1.6,64514.7365,75899.69
2020,1.9,57803.7995,68004.47
2011,1.7,45361.389,53366.34
2011,2.2,44472.799,52320.94
2019,4.0,53722.5245,63202.97
2010,1.6,67423.0115,79321.19
2019,3.4,23271.9885,27378.81
2019,1.0,37998.5785,44704.21
2018,1.6,13755.431,16182.86
2013,2.1,32415.787,38136.22
2015,2.2,30001.7275,35296.15
2015,4.2,14056.62,16537.2
2012,2.0,56815.3855,66841.63
2015,4.6,57498.4285,67645.21
2014,2.9,61594.2555,72463.83
2020,1.7,27677.6065,32561.89
2016,3.2,53486.1225,62924.85
2014,3.3,12947.625,15232.5
2017,4.7,27910.9315,32836.39
2011,1.5,60235.046,70864.76
2010,1.9,25137.543,29573.58
2010,3.3,49404.72,58123.2
2016,4.0,28822.99,33909.4
2012,4.9,34153.289,40180.34
2010,1.1,54529.4465,64152.29
2014,3.2,17397.681,20467.86
2016,2.3,58675.9675,69030.55
2019,2.5,56522.4415,66496.99
2015,2.9,60276.356,70913.36
2017,1.2,64173.402,75498.12
2012,3.2,45942.5595,54050.07
2010,4.3,34202.7335,40238.51
2012,1.5,59612.7355,70132.63
2014,3.2,28365.8685,33371.61
2013,4.1,53716.77,63196.2
2010,1.3,26201.0885,30824.81
2017,3.9,61566.5285,72431.21
2014,2.1,33159.809,39011.54
2020,4.5,67882.52149999999,79861.79
2014,2.7,45539.872,53576.32
2015,3.5,15307.1485,18008.41
2014,2.9,28814.8215,33899.79
2017,1.7,17339.286,20399.16
2016,1.4,52686.6975,61984.35
2010,2.5,23816.354,28019.24
2018,3.8,17569.398,20669.88
2014,4.4,31399.3825,36940.45
2017,1.7,21460.6555,25247.83
2012,4.5,51607.5035,60714.71
2011,4.7,59032.262,69449.72
2015,2.6,36793.6185,43286.61
2012,3.5,24370.0865,28670.69
2016,4.0,31198.927,36704.62
2019,4.3,58622.5365,68967.69
2020,3.2,40457.365,47596.9
2013,2.3,57773.8285,67969.21
2012,2.8,19471.239,22907.34
2018,3.7,62637.3755,73691.03
2017,4.6,65492.3385,77049.81
2013,4.5,15057.8775,17715.15
2020,1.8,43871.135,51613.1
2011,2.6,65521.383,77083.98
2011,3.4,49434.2235,58157.91
2018,3.5,54441.14,64048.4
2017,4.4,17767.770999999997,20903.26
2012,3.6,31735.005,37335.3
2014,3.7,61355.1505,72182.53
2019,1.5,55924.067,65793.02
2013,2.1,28273.703,33263.18
2017,2.6,12807.273,15067.38
2017,4.3,45456.419,53478.14
2016,3.0,32930.122,38741.32
2010,2.0,59983.8625,70569.25
2014,2.4,18726.792,22031.52
2011,1.7,33004.3185,38828.61
2017,1.3,49042.0845,57696.57
2010,2.9,54981.927,64684.62
2014,1.4,21440.5275,25224.15
2014,1.7,13697.1975,16114.35
2018,1.3,58990.476,69400.56
2013,2.7,20212.473,23779.38
2019,4.3,43419.428,51081.68
2017,2.2,30679.4155,36093.43
2013,1.0,38890.7895,45753.87
2013,4.3,32768.35,38551.0
2018,4.6,61616.925,72490.5
2014,3.6,48897.1765,57526.09
2020,3.4,47779.1715,56210.79
2017,2.1,34389.011,40457.66
2017,4.8,40806.5875,48007.75
2010,3.0,38449.206,45234.36
2017,2.0,36661.8005,43131.53
2017,1.5,16270.173,19141.38
2012,4.0,16264.512,19134.72
2010,1.7,62222.15899999999,73202.54
2018,4.9,50087.134,58926.04
2019,2.1,62468.0385,73491.81
2010,2.7,45536.523,53572.38
2010,2.8,30115.534,35430.04
2017,1.6,57802.703,68003.18
2019,3.4,38166.8105,44902.13
2013,4.8,22414.6275,26370.15
2016,3.0,40087.2665,47161.49
2011,4.9,54062.023,63602.38
2013,1.1,15217.3715,17902.79
2012,4.1,30520.5675,35906.55
2015,1.5,39410.641,46365.46
2015,4.4,41113.692500000005,48369.05
2014,4.4,53596.393,63054.58
2013,3.2,29154.1415,34298.99
2011,1.7,58778.2395,69150.87
2015,3.0,21571.963,25378.78
2013,4.1,48683.9115,57275.19
2010,1.5,48289.8855,56811.63
2015,3.3,26524.3945,31205.17
2015,3.6,56821.25899999999,66848.54
2015,4.6,62167.478500000005,73138.21
2019,3.5,62808.03,73891.8
2013,3.3,64993.465,76462.9
2013,2.9,34454.673500000004,40534.91
2019,3.2,36445.297,42876.82
2016,3.0,15884.29,18687.4
2010,4.3,12851.1755,15119.03
2020,4.0,53640.9925,63107.05
2013,4.3,62932.062,74037.72
2015,3.0,29685.961000000003,34924.66
2012,4.0,14025.5185,16500.61
2017,1.3,17766.538500000002,20901.81
2016,1.2,54115.114,63664.84
2011,2.0,63831.4045,75095.77
2014,1.3,40396.2585,47525.01
2014,3.5,58844.07200000001,69228.32
2015,1.4,28672.591,33732.46
2016,3.3,67314.8235,79193.91
2015,2.6,28826.0925,33913.05
2010,3.2,34046.886,40055.16
2013,4.2,50269.3655,59140.43
2012,1.6,58957.122,69361.32
2015,2.7,56139.6695,66046.67
2016,1.1,21267.6205,25020.73
2019,3.1,59608.749,70127.94
2015,3.0,61570.0815,72435.39
2014,4.8,67192.0665,79049.49
2015,1.9,63253.5575,74415.95
2013,2.2,66898.1535,78703.71
2011,2.0,24949.744,29352.64
2019,3.4,54309.237,63893.22
2017,4.1,13602.975,16003.5
2019,2.3,34178.5,40210.0
2010,1.2,15453.2635,18180.31
2020,3.9,54994.303,64699.18
2012,4.7,57316.724,67431.44
2013,3.0,59463.518,69957.08
2019,3.9,66584.6055,78334.83
2014,1.1,53773.108,63262.48
2012,1.7,64443.44700000001,75815.82
2012,1.7,19685.9915,23159.99
2017,2.2,26168.593,30786.58
2012,3.7,25662.5625,30191.25
2013,4.8,54274.8035,63852.71
2019,1.9,54391.568,63990.08
2013,2.1,16455.7025,19359.65
2018,4.6,14749.625,17352.5
2012,4.2,62435.883,73453.98
2019,1.8,24501.7175,28825.55
2015,2.2,43831.3125,51566.25
2013,1.2,49009.368,57658.08
2018,1.3,44322.57,52144.2
2015,3.7,34878.8745,41033.97
2011,1.8,65158.263,76656.78
2010,4.7,21689.8325,25517.45
2011,2.2,30439.7835,35811.51
2011,1.6,24098.231,28350.86
2011,4.5,39390.972,46342.32
2013,2.1,59019.2995,69434.47
2013,3.1,28749.652,33823.12
2018,3.0,61217.969,72021.14
2017,3.1,64739.22149999999,76163.79
2019,2.8,36797.5795,43291.27
2019,1.2,25710.324,30247.44
2018,2.7,23594.045,27757.7
2020,1.6,64851.498,76295.88
2018,3.1,64251.789,75590.34
2011,1.2,39515.4545,46488.77
2011,2.3,66737.104,78514.24
2020,3.1,15226.934,17914.04
2014,4.1,42648.852,50175.12
2017,2.5,64780.25950000001,76212.07
2016,4.5,53030.3185,62388.61
2015,1.1,26327.5515,30973.59
2019,2.7,20053.455,23592.3
2018,2.3,36171.8095,42555.07
2018,1.3,33728.136,39680.16
2010,3.3,49466.1835,58195.51
2011,2.7,61930.116,72858.96
2014,2.7,40773.1485,47968.41
2013,3.6,58687.27250000001,69043.85
2017,2.7,15115.618,17783.08
2011,1.8,60291.367,70931.02
2011,1.7,21710.394,25541.64
2016,1.7,26283.9635,30922.31
2014,4.8,17757.2735,20890.91
2013,2.3,62385.73299999999,73394.98
2019,4.5,13607.9305,16009.33
2016,2.6,53813.143,63309.58
2010,4.6,52933.172,62274.32
2014,1.9,63261.7515,74425.59
2013,4.2,51934.65149999999,61099.59
2013,3.2,32617.0075,38372.95
2014,2.0,26957.121,31714.26
2019,2.9,14563.406999999996,17133.42
2014,4.4,56801.029,66824.74
2017,1.9,39416.3445,46372.17
2016,1.8,61872.9875,72791.75
2011,2.1,49987.412,58808.72
2014,5.0,50643.9095,59581.07
2017,2.3,46523.8235,54733.91
2017,2.9,59698.4325,70233.45
2011,4.1,36529.413,42975.78
2011,3.4,20091.739,23637.34
2015,3.3,24852.5975,29238.35
2010,3.7,66362.2965,78073.29
2012,4.4,53499.646,62940.76
2012,4.8,28769.984,33847.04
2020,1.9,29837.176,35102.56
2018,4.9,14473.5875,17027.75
2016,3.2,54794.5105,64464.13
2019,3.9,35785.578,42100.68
2020,4.8,56114.57749999999,66017.15
2010,4.8,15473.2725,18203.85
2020,3.5,12899.277,15175.62
2017,4.0,42023.6855,49439.63
2018,2.8,53715.07,63194.2
2018,2.2,61990.4235,72929.91
2019,5.0,59368.4115,69845.19
2014,1.1,30064.2875,35369.75
2015,2.6,67481.636,79390.16
2016,4.1,63553.225,74768.5
2011,4.7,29144.4515,34287.59
2013,3.8,30914.4235,36369.91
2020,2.1,40833.609,48039.54
2012,1.5,61884.2415,72804.99
2020,1.4,53836.11,63336.6
2014,1.8,48649.937,57235.22
2014,2.3,28348.214,33350.84
2011,4.7,44326.514,52148.84
2020,2.7,52261.502,61484.12
2018,2.3,23619.409,27787.54
2011,4.4,46149.2795,54293.27
2013,1.5,39579.2045,46563.77
2012,2.6,47736.3315,56160.39
2012,3.4,54281.391,63860.46
2017,4.8,49953.3015,58768.59
2015,1.7,52944.6045,62287.77
2017,2.2,46987.099,55278.94
2020,3.1,62732.9665,73803.49
2015,5.0,46481.06,54683.6
2010,3.9,63758.704000000005,75010.24
2012,3.1,51987.241,61161.46
2015,4.5,19644.52,23111.2
2017,4.3,61459.33500000001,72305.1
2017,2.6,17487.194499999998,20573.17
2017,4.3,13816.928499999998,16255.21
2016,4.6,30998.5055,36468.83
2019,3.3,41396.921,48702.26
2015,4.0,41396.547,48701.82
2010,3.1,31562.5485,37132.41
2011,2.5,26306.123,30948.38
2020,1.5,65040.9035,76518.71
2012,2.0,47600.6715,56000.79
2016,4.2,55052.6385,64767.81
2013,4.5,67262.27649999999,79132.09
2019,4.4,43937.3415,51690.99
2012,1.0,25553.4055,30062.83
2017,2.7,28175.341,33147.46
2018,4.7,22435.0275,26394.15
2019,4.5,21224.755,24970.3
2017,2.3,38719.404,45552.24
2012,1.0,37568.6825,44198.45
2017,2.1,45190.2585,53165.01
2015,1.0,47624.9135,56029.31
2010,2.3,50306.5445,59184.17
2018,3.4,60521.70849999999,71202.01
2010,2.5,31004.294,36475.64
2014,4.4,65701.923,77296.38
2018,4.1,58056.82749999999,68302.15
2017,4.8,16375.8535,19265.71
2017,4.9,46141.2725,54283.85
2012,4.7,27716.613,32607.78
2017,1.9,36455.5905,42888.93
2019,4.0,17088.859,20104.54
2018,1.6,36204.1435,42593.11
2015,1.5,63814.651,75076.06
2015,1.3,58669.38,69022.8
2013,2.0,51716.6095,60843.07
2016,4.0,14827.315,17443.9
2017,1.1,28551.823,33590.38
2020,1.2,42741.3065,50283.89
2020,4.8,31722.901,37321.06
2020,1.6,43148.3545,50762.77
2019,4.5,21484.5745,25275.97
2012,4.0,14764.959,17370.54
2018,1.6,18375.6315,21618.39
2015,2.6,54971.6165,64672.49
2017,2.2,18603.695,21886.7
2017,3.9,29164.877,34311.62
2014,4.0,20419.2525,24022.65
2011,2.7,29245.304,34406.24
2015,1.6,57445.3885,67582.81
2018,3.3,58585.638,68924.28
2014,4.5,25730.5115,30271.19
2015,1.6,38393.7435,45169.11
2017,4.9,57316.163,67430.78
2020,1.7,52584.3915,61863.99
2015,3.5,37080.7995,43624.47
2013,3.0,37232.5755,43803.03
2015,4.2,24854.8585,29241.01
2014,2.2,17556.665,20654.9
2018,3.9,33911.974,39896.44
2010,4.6,66754.665,78534.9
2019,1.3,56551.486,66531.16
2014,2.7,15770.7215,18553.79
2010,4.9,55473.924,65263.44
2016,4.8,33677.136,39620.16
2013,4.6,38074.781,44793.86
2013,2.9,20336.3095,23925.07
2012,3.2,62999.48399999999,74117.04
2015,2.6,14921.92,17555.2
2016,3.3,39905.681,46947.86
2010,3.6,14385.2215,16923.79
2017,2.0,35264.222,41487.32
2013,4.7,41062.1485,48308.41
2019,1.6,64720.8615,76142.19
2017,3.4,29520.347,34729.82
2018,3.3,48046.3605,56525.13
2017,3.6,31205.9055,36712.83
2019,1.9,41868.7985,49257.41
2010,3.9,42657.369,50185.14
2017,1.8,29371.4185,34554.61
2012,1.0,35099.288,41293.28
2016,1.3,49159.325,57834.5
2018,2.1,13509.169,15893.14
2018,4.7,53071.52649999999,62437.09
2019,3.3,51776.305,60913.3
2017,2.4,20225.784,23795.04
2011,3.0,18936.7505,22278.53
2016,2.4,48484.68,57040.8
2013,4.5,44407.1365,52243.69
2012,1.6,62295.616,73288.96
2015,1.5,52901.7985,62237.41
2012,2.1,65981.9215,77625.79
2016,1.6,37834.163,44510.78
2015,1.7,22304.731,26240.86
2016,4.4,57403.4835,67533.51
2017,1.9,60689.03949999999,71398.87
2010,4.5,15624.3685,18381.61
2017,2.7,16785.375,19747.5
2010,1.4,37303.593,43886.58
2015,4.2,33819.0095,39787.07
2020,2.7,34096.288,40113.28
2020,2.9,50582.1485,59508.41
2013,1.8,35803.0285,42121.21
2020,1.9,53514.9375,62958.75
2015,3.0,41734.192500000005,49099.05
2015,1.4,39769.256,46787.36
2015,3.5,16226.432,19089.92
2010,1.3,47446.609,55819.54
2012,3.8,16523.252,19439.12
2011,4.7,33810.687999999995,39777.28
2011,3.8,40816.252,48019.12
2018,2.3,53602.3345,63061.57
2011,2.2,56541.745,66519.7
2012,4.9,40480.247,47623.82
2018,1.5,46058.1595,54186.07
2016,4.8,61653.4665,72533.49
2016,1.1,63502.1995,74708.47
2019,3.1,28146.0075,33112.95
2018,1.6,25239.0925,29693.05
2016,2.1,57437.3305,67573.33
2010,4.1,21160.9285,24895.21
2017,4.3,59408.472,69892.32
2016,4.3,38764.7685,45605.61
2014,1.2,50958.4605,59951.13
2015,4.1,21588.215,25397.9
2015,4.8,63372.44700000001,74555.82
2013,1.0,43320.1565,50964.89
2018,2.4,64648.535,76057.1
2014,4.8,63832.6625,75097.25
2013,1.3,13612.002,16014.12
2018,4.7,56654.965,66652.9
2014,4.0,50592.0765,59520.09
2016,3.2,60256.636,70890.16
2012,2.8,50588.5745,59515.97
2018,4.6,22854.698,26887.88
2020,2.2,23768.6435,27963.11
2012,2.0,64931.194,76389.64
2010,4.8,65554.9495,77123.47
2011,4.9,39900.955,46942.3
2017,5.0,16550.0015,19470.59
2011,3.2,20463.6225,24074.85
2010,3.6,48594.2535,57169.71
2018,3.5,21117.2215,24843.79
2013,4.8,19516.5695,22960.67
2010,1.6,25180.5955,29624.23
2015,3.6,37376.5655,43972.43
2017,3.0,33307.8535,39185.71
2019,3.8,51210.341,60247.46
2018,1.1,28230.931,33212.86
2019,2.4,41827.5565,49208.89
2017,1.4,37434.986,44041.16
2013,1.0,43260.75,50895.0
2010,4.2,21406.485,25184.1
2018,3.0,48362.3905,56896.93
2014,1.6,49043.4615,57698.19
2017,3.6,64255.8945,75595.17
2013,4.7,55396.5655,65172.43
2018,1.6,30326.13,35677.8
2019,3.0,34719.176499999994,40846.09
2017,2.6,16992.9025,19991.65
2014,4.3,38427.31,45208.6
2017,3.9,66906.9425,78714.05
2011,2.2,13366.8705,15725.73
2020,1.9,39427.709,46385.54
2018,3.6,33066.258,38901.48
2012,2.0,64292.6655,75638.43
2018,3.5,61440.7795,72283.27
2015,1.9,40329.134,47446.04
2019,2.4,26014.4455,30605.23
2018,4.9,33742.977,39697.62
2012,3.9,55004.69,64711.4
2014,2.5,15002.5425,17650.05
2014,3.6,41863.8345,49251.57
2015,2.6,21489.972,25282.32
2019,3.6,15705.229,18476.74
2013,4.2,48933.599,57568.94
2015,2.8,17788.5195,20927.67
2015,2.6,40071.414,47142.84
2010,1.4,50132.3965,58979.29
2015,4.9,41163.307,48427.42
2020,2.3,42582.246,50096.76
2014,2.3,38887.143,45749.58
2020,2.4,42245.051,49700.06
2019,4.6,32769.149,38551.94
2019,1.1,66191.7355,77872.63
2010,2.8,66925.7275,78736.15
2012,2.3,33911.3875,39895.75
2020,2.4,28672.506,33732.36
2013,3.9,35248.1995,41468.47
2020,2.9,64921.8015,76378.59
2013,3.3,62184.7845,73158.57
2017,4.4,33882.7255,39862.03
2014,4.7,16463.667,19369.02
2020,3.6,52844.177,62169.62
2014,2.1,14128.853,16622.18
2015,4.1,17915.348,21076.88
2012,4.6,41413.904,48722.24
2019,1.9,30827.9445,36268.17
2011,4.5,18942.4625,22285.25
2017,3.1,25358.832,29833.92
2020,4.9,64348.3575,75703.95
2016,3.2,42757.8645,50303.37
2014,1.9,61215.368,72018.08
2014,1.5,23413.777,27545.62
2015,2.7,14586.952,17161.12
2020,1.6,49374.4855,58087.63
2019,4.7,46942.6185,55226.61
2010,2.9,61919.457,72846.42
2017,3.0,66177.3195,77855.67
2017,5.0,63946.26499999999,75230.9
2011,1.7,37388.355,43986.3
2015,3.3,24337.5995,28632.47
2020,2.9,42800.203,50353.18
2017,1.5,25827.08,30384.8
2017,1.4,34867.8245,41020.97
2017,1.4,42740.3885,50282.81
2012,4.6,31289.418,36811.08
2014,4.1,25740.9835,30283.51
2010,2.7,15006.120999999996,17654.26
2019,3.0,52807.168,62126.08
2015,2.5,64726.53949999999,76148.87
2011,3.2,39141.3525,46048.65
2016,4.5,19418.709,22845.54
2017,3.6,36977.8305,43503.33
2020,2.9,65377.376,76914.56
2020,3.7,18209.3035,21422.71
2013,2.3,40231.4605,47331.13
2019,4.2,23659.6055,27834.83
2014,3.1,45415.67,53430.2
2012,1.5,19890.0765,23400.09
2016,1.5,22586.8205,26572.73
2017,1.4,52864.4325,62193.45
2018,1.8,38859.178,45716.68
2018,1.5,59904.0815,70475.39
2020,2.4,32167.1195,37843.67
2011,2.0,48963.2725,57603.85
2011,3.3,51665.737,60783.22
2019,4.3,21472.7,25262.0
2020,2.1,45191.253,53166.18
2017,1.5,38565.7835,45371.51
2010,2.6,16131.351,18978.06
2011,3.4,62109.3385,73069.81
2019,4.8,66731.511,78507.66
2019,1.5,62965.81549999999,74077.43
2013,4.6,64046.004,75348.24
2012,3.1,28151.524,33119.44
2015,2.9,48167.3155,56667.43
2019,2.4,56149.18949999999,66057.87
2019,4.8,16960.576999999997,19953.62
2011,1.5,43043.6345,50639.57
2018,3.2,66707.5155,78479.43
2010,4.8,51219.266,60257.96
2020,1.9,48777.4115,57385.19
2014,4.5,45965.161,54076.66
2017,3.3,61640.198,72517.88
2015,4.0,39943.1065,46991.89
2013,3.0,61941.8375,72872.75
2017,3.5,14454.2415,17004.99
2019,2.7,64831.71000000001,76272.6
2017,4.6,67622.7955,79556.23
2011,3.8,35170.985499999995,41377.63
2019,2.0,58108.38,68362.8
2014,1.6,32277.662,37973.72
2013,3.6,63749.796,74999.76
2020,3.0,66464.6025,78193.65
2014,1.3,49921.7665,58731.49
2012,3.9,31208.328,36715.68
2012,2.4,20267.247,23843.82
2011,2.0,45825.693,53912.58
