Make,Model,Year,Engine Size (L),Fuel Type,Price (USD),Price (EUR)
Audi,A3,2012,4.9,Petrol,40180.34,34153.289
Audi,Q7,2010,1.1,Electric,64152.29,54529.4465
Volkswagen,Golf,2014,3.2,Diesel,20467.86,17397.681
BMW,3 Series,2016,2.3,Diesel,69030.55,58675.9675
Mercedes-Benz,GLC,2019,2.5,Diesel,66496.99,56522.4415
Audi,Q7,2015,2.9,Hybrid,70913.36,60276.356
Toyota,Highlander,2017,1.2,Hybrid,75498.12,64173.401999999995
Honda,Pilot,2012,3.2,Petrol,54050.07,45942.559499999996
Nissan,Sentra,2010,4.3,Hybrid,40238.51,34202.7335
Hyundai,Elantra,2012,1.5,Hybrid,70132.63,59612.7355
Ford,Focus,2014,3.2,Diesel,33371.61,28365.8685
Nissan,Sentra,2013,4.1,Hybrid,63196.2,53716.77
Chevrolet,Tahoe,2010,1.3,Diesel,30824.81,26201.0885
Chevrolet,Tahoe,2017,3.9,Electric,72431.21,61566.5285
Nissan,Murano,2014,2.1,Diesel,39011.54,33159.809
Honda,Civic,2020,4.5,Diesel,79861.79,67882.52149999999
Nissan,Versa,2014,2.7,Electric,53576.32,45539.871999999996
Toyota,Corolla,2015,3.5,Electric,18008.41,15307.1485
Mercedes-Benz,GLA,2014,2.9,Electric,33899.79,28814.8215
BMW,X3,2017,1.7,Hybrid,20399.16,17339.286
Hyundai,Tucson,2016,1.4,Diesel,61984.35,52686.697499999995
Honda,Fit,2010,2.5,Diesel,28019.24,23816.354
Volkswagen,Jetta,2018,3.8,Petrol,20669.88,17569.398
Audi,Q5,2014,4.4,Hybrid,36940.45,31399.382499999996
Ford,Fiesta,2017,1.7,Electric,25247.83,21460.6555
Volkswagen,Atlas,2012,4.5,Electric,60714.71,51607.5035
Chevrolet,Spark,2011,4.7,Electric,69449.72,59032.262
BMW,5 Series,2015,2.6,Hybrid,43286.61,36793.6185
Chevrolet,Spark,2012,3.5,Petrol,28670.69,24370.086499999998
Hyundai,Kona,2016,4.0,Petrol,36704.62,31198.927
Ford,F-150,2019,4.3,Diesel,68967.69,58622.5365
Toyota,Highlander,2020,3.2,Petrol,47596.9,40457.365
Toyota,Corolla,2013,2.3,Petrol,67969.21,57773.8285
Nissan,Sentra,2012,2.8,Diesel,22907.34,19471.239
Mercedes-Benz,E-Class,2018,3.7,Electric,73691.03,62637.375499999995
Mercedes-Benz,S-Class,2017,4.6,Diesel,77049.81,65492.3385
Audi,A4,2013,4.5,Hybrid,17715.15,15057.8775
Audi,A6,2020,1.8,Petrol,51613.1,43871.134999999995
Chevrolet,Impala,2011,2.6,Diesel,77083.98,65521.382999999994
Ford,Focus,2011,3.4,Petrol,58157.91,49434.2235
Audi,A3,2018,3.5,Electric,64048.4,54441.14
Mercedes-Benz,C-Class,2017,4.4,Diesel,20903.26,17767.770999999997
Honda,Pilot,2012,3.6,Petrol,37335.3,31735.005
Audi,Q5,2014,3.7,Electric,72182.53,61355.150499999996
Ford,Explorer,2019,1.5,Hybrid,65793.02,55924.067
Chevrolet,Tahoe,2013,2.1,Diesel,33263.18,28273.702999999998
Mercedes-Benz,E-Class,2017,2.6,Electric,15067.38,12807.273
Honda,Pilot,2017,4.3,Electric,53478.14,45456.419
Ford,Focus,2016,3.0,Petrol,38741.32,32930.121999999996
Volkswagen,Jetta,2010,2.0,Petrol,70569.25,59983.862499999996
Volkswagen,Jetta,2014,2.4,Diesel,22031.52,18726.792
Toyota,Highlander,2011,1.7,Diesel,38828.61,33004.3185
Chevrolet,Equinox,2017,1.3,Diesel,57696.57,49042.0845
Audi,A3,2010,2.9,Petrol,64684.62,54981.927
Ford,Explorer,2014,1.4,Hybrid,25224.15,21440.5275
Audi,Q7,2014,1.7,Hybrid,16114.35,13697.1975
Nissan,Versa,2018,1.3,Diesel,69400.56,58990.475999999995
Audi,Q5,2013,2.7,Petrol,23779.38,20212.473
Hyundai,Tucson,2019,4.3,Petrol,51081.68,43419.428
BMW,7 Series,2017,2.2,Diesel,36093.43,30679.4155
Mercedes-Benz,GLC,2013,1.0,Petrol,45753.87,38890.7895
Mercedes-Benz,C-Class,2013,4.3,Hybrid,38551.0,32768.35
Volkswagen,Passat,2018,4.6,Petrol,72490.5,61616.924999999996
Chevrolet,Malibu,2014,3.6,Electric,57526.09,48897.176499999994
BMW,5 Series,2020,3.4,Petrol,56210.79,47779.1715
Toyota,Camry,2017,2.1,Hybrid,40457.66,34389.011
Honda,Civic,2017,4.8,Petrol,48007.75,40806.5875
Honda,Pilot,2010,3.0,Electric,45234.36,38449.206
Hyundai,Sonata,2017,2.0,Electric,43131.53,36661.8005
Hyundai,Santa Fe,2017,1.5,Diesel,19141.38,16270.173
Audi,A3,2012,4.0,Hybrid,19134.72,16264.512
Hyundai,Santa Fe,2010,1.7,Electric,73202.54,62222.15899999999
Honda,Accord,2018,4.9,Petrol,58926.04,50087.134
Chevrolet,Tahoe,2019,2.1,Hybrid,73491.81,62468.038499999995
Hyundai,Kona,2010,2.7,Hybrid,53572.38,45536.522999999994
Toyota,Corolla,2010,2.8,Diesel,35430.04,30115.534
Hyundai,Tucson,2017,1.6,Petrol,68003.18,57802.702999999994
Honda,Fit,2019,3.4,Electric,44902.13,38166.8105
Toyota,Highlander,2013,4.8,Electric,26370.15,22414.627500000002
Audi,A3,2016,3.0,Hybrid,47161.49,40087.2665
Nissan,Sentra,2011,4.9,Diesel,63602.38,54062.022999999994
Nissan,Murano,2013,1.1,Hybrid,17902.79,15217.371500000001
Chevrolet,Spark,2012,4.1,Electric,35906.55,30520.5675
Nissan,Murano,2015,1.5,Petrol,46365.46,39410.640999999996
BMW,5 Series,2015,4.4,Petrol,48369.05,41113.692500000005
Ford,Mustang,2014,4.4,Diesel,63054.58,53596.393000000004
Hyundai,Elantra,2013,3.2,Petrol,34298.99,29154.141499999998
Hyundai,Santa Fe,2011,1.7,Hybrid,69150.87,58778.239499999996
Ford,Focus,2015,3.0,Hybrid,25378.78,21571.963
Honda,Civic,2013,4.1,Hybrid,57275.19,48683.9115
Volkswagen,Jetta,2010,1.5,Diesel,56811.63,48289.8855
Mercedes-Benz,GLA,2015,3.3,Diesel,31205.17,26524.3945
Toyota,Camry,2015,3.6,Electric,66848.54,56821.25899999999
BMW,X5,2015,4.6,Hybrid,73138.21,62167.478500000005
Ford,Explorer,2019,3.5,Electric,73891.8,62808.03
Ford,Mustang,2013,3.3,Electric,76462.9,64993.465
Volkswagen,Passat,2013,2.9,Electric,40534.91,34454.673500000004
BMW,X5,2019,3.2,Petrol,42876.82,36445.297
Hyundai,Tucson,2016,3.0,Petrol,18687.4,15884.29
Ford,Mustang,2010,4.3,Electric,15119.03,12851.1755
Audi,Q5,2020,4.0,Electric,63107.05,53640.9925
Chevrolet,Spark,2013,4.3,Diesel,74037.72,62932.062
Mercedes-Benz,C-Class,2015,3.0,Petrol,34924.66,29685.961000000003
Nissan,Murano,2012,4.0,Electric,16500.61,14025.5185
Audi,A6,2017,1.3,Electric,20901.81,17766.538500000002
BMW,X5,2016,1.2,Diesel,63664.84,54115.113999999994
Honda,Civic,2011,2.0,Diesel,75095.77,63831.404500000004
Hyundai,Tucson,2014,1.3,Electric,47525.01,40396.2585
Chevrolet,Impala,2014,3.5,Petrol,69228.32,58844.07200000001
Hyundai,Santa Fe,2015,1.4,Petrol,33732.46,28672.590999999997
Chevrolet,Impala,2016,3.3,Petrol,79193.91,67314.8235
Nissan,Altima,2015,2.6,Electric,33913.05,28826.092500000002
Nissan,Sentra,2010,3.2,Diesel,40055.16,34046.886
BMW,7 Series,2013,4.2,Electric,59140.43,50269.3655
BMW,5 Series,2012,1.6,Diesel,69361.32,58957.122
Audi,Q5,2015,2.7,Diesel,66046.67,56139.669499999996
Nissan,Altima,2016,1.1,Hybrid,25020.73,21267.620499999997
Hyundai,Kona,2019,3.1,Diesel,70127.94,59608.749
Hyundai,Sonata,2015,3.0,Electric,72435.39,61570.0815
Audi,Q5,2014,4.8,Diesel,79049.49,67192.0665
Honda,Civic,2015,1.9,Petrol,74415.95,63253.557499999995
Mercedes-Benz,GLA,2013,2.2,Diesel,78703.71,66898.1535
Honda,Fit,2011,2.0,Hybrid,29352.64,24949.744
Mercedes-Benz,E-Class,2019,3.4,Petrol,63893.22,54309.237
Mercedes-Benz,GLA,2017,4.1,Hybrid,16003.5,13602.975
Volkswagen,Jetta,2019,2.3,Diesel,40210.0,34178.5
Mercedes-Benz,GLA,2010,1.2,Petrol,18180.31,15453.263500000001
Volkswagen,Passat,2020,3.9,Hybrid,64699.18,54994.303
Toyota,Highlander,2012,4.7,Petrol,67431.44,57316.724
Chevrolet,Tahoe,2013,3.0,Electric,69957.08,59463.518
Ford,F-150,2019,3.9,Hybrid,78334.83,66584.6055
Audi,A6,2014,1.1,Hybrid,63262.48,53773.108
Toyota,Camry,2012,1.7,Hybrid,75815.82,64443.44700000001
Volkswagen,Passat,2012,1.7,Diesel,23159.99,19685.9915
Audi,Q7,2017,2.2,Petrol,30786.58,26168.593
Nissan,Sentra,2012,3.7,Hybrid,30191.25,25662.5625
Chevrolet,Malibu,2013,4.8,Electric,63852.71,54274.803499999995
Ford,Mustang,2019,1.9,Hybrid,63990.08,54391.568
Hyundai,Kona,2013,2.1,Diesel,19359.65,16455.7025
Audi,Q5,2018,4.6,Diesel,17352.5,14749.625
Audi,A6,2012,4.2,Diesel,73453.98,62435.882999999994
Chevrolet,Malibu,2019,1.8,Diesel,28825.55,24501.7175
Hyundai,Sonata,2015,2.2,Hybrid,51566.25,43831.3125
BMW,5 Series,2013,1.2,Petrol,57658.08,49009.368
Toyota,Camry,2018,1.3,Diesel,52144.2,44322.57
Chevrolet,Tahoe,2015,3.7,Electric,41033.97,34878.8745
Hyundai,Elantra,2011,1.8,Electric,76656.78,65158.263
Mercedes-Benz,GLC,2010,4.7,Petrol,25517.45,21689.8325
Audi,A4,2011,2.2,Hybrid,35811.51,30439.7835
Mercedes-Benz,GLA,2011,1.6,Electric,28350.86,24098.231
BMW,X3,2011,4.5,Electric,46342.32,39390.972
Audi,A6,2013,2.1,Petrol,69434.47,59019.2995
Ford,Focus,2013,3.1,Petrol,33823.12,28749.652000000002
Hyundai,Santa Fe,2018,3.0,Electric,72021.14,61217.969
Honda,Civic,2017,3.1,Petrol,76163.79,64739.22149999999
Audi,Q5,2019,2.8,Diesel,43291.27,36797.5795
Nissan,Sentra,2019,1.2,Petrol,30247.44,25710.323999999997
Honda,Fit,2018,2.7,Electric,27757.7,23594.045
Honda,Civic,2020,1.6,Hybrid,76295.88,64851.498
Honda,Fit,2018,3.1,Diesel,75590.34,64251.789
Volkswagen,Jetta,2011,1.2,Electric,46488.77,39515.4545
Honda,Pilot,2011,2.3,Hybrid,78514.24,66737.104
Chevrolet,Spark,2020,3.1,Diesel,17914.04,15226.934000000001
Mercedes-Benz,GLC,2014,4.1,Hybrid,50175.12,42648.852
Nissan,Sentra,2017,2.5,Electric,76212.07,64780.25950000001
Hyundai,Sonata,2016,4.5,Petrol,62388.61,53030.3185
Volkswagen,Atlas,2015,1.1,Diesel,30973.59,26327.551499999998
Hyundai,Tucson,2019,2.7,Petrol,23592.3,20053.454999999998
Audi,Q5,2018,2.3,Hybrid,42555.07,36171.809499999996
Honda,Pilot,2018,1.3,Diesel,39680.16,33728.136
Ford,Mustang,2010,3.3,Hybrid,58195.51,49466.1835
Nissan,Altima,2011,2.7,Petrol,72858.96,61930.116
BMW,3 Series,2014,2.7,Electric,47968.41,40773.1485
Toyota,Corolla,2013,3.6,Diesel,69043.85,58687.27250000001
Volkswagen,Jetta,2017,2.7,Electric,17783.08,15115.618
Mercedes-Benz,GLC,2011,1.8,Petrol,70931.02,60291.367
Nissan,Versa,2011,1.7,Electric,25541.64,21710.394
Volkswagen,Tiguan,2016,1.7,Hybrid,30922.31,26283.9635
Mercedes-Benz,E-Class,2014,4.8,Hybrid,20890.91,17757.2735
Mercedes-Benz,C-Class,2013,2.3,Diesel,73394.98,62385.73299999999
Toyota,Highlander,2019,4.5,Petrol,16009.33,13607.9305
Chevrolet,Tahoe,2016,2.6,Hybrid,63309.58,53813.143000000004
Hyundai,Santa Fe,2010,4.6,Diesel,62274.32,52933.172
Volkswagen,Golf,2014,1.9,Electric,74425.59,63261.7515
Audi,A6,2013,4.2,Diesel,61099.59,51934.65149999999
Volkswagen,Atlas,2013,3.2,Hybrid,38372.95,32617.007499999996
BMW,5 Series,2014,2.0,Petrol,31714.26,26957.121
BMW,X3,2019,2.9,Diesel,17133.42,14563.406999999997
BMW,X5,2014,4.4,Hybrid,66824.74,56801.029
Mercedes-Benz,C-Class,2017,1.9,Hybrid,46372.17,39416.3445
Nissan,Murano,2016,1.8,Diesel,72791.75,61872.987499999996
Hyundai,Elantra,2011,2.1,Petrol,58808.72,49987.412
Toyota,Highlander,2014,5.0,Electric,59581.07,50643.9095
Audi,A3,2017,2.3,Diesel,54733.91,46523.8235
Volkswagen,Jetta,2017,2.9,Diesel,70233.45,59698.432499999995
Audi,A6,2011,4.1,Diesel,42975.78,36529.413
Mercedes-Benz,S-Class,2011,3.4,Petrol,23637.34,20091.739
Toyota,Corolla,2015,3.3,Petrol,29238.35,24852.5975
Honda,Civic,2010,3.7,Hybrid,78073.29,66362.2965
Volkswagen,Tiguan,2012,4.4,Hybrid,62940.76,53499.646
Ford,Fiesta,2012,4.8,Hybrid,33847.04,28769.984
Nissan,Rogue,2020,1.9,Petrol,35102.56,29837.175999999996
Ford,Focus,2018,4.9,Electric,17027.75,14473.5875
Chevrolet,Tahoe,2016,3.2,Diesel,64464.13,54794.5105
Volkswagen,Jetta,2019,3.9,Electric,42100.68,35785.578
Volkswagen,Golf,2020,4.8,Diesel,66017.15,56114.57749999999
Audi,A6,2010,4.8,Electric,18203.85,15473.2725
Toyota,Corolla,2020,3.5,Hybrid,15175.62,12899.277
Volkswagen,Golf,2017,4.0,Hybrid,49439.63,42023.6855
Volkswagen,Atlas,2018,2.8,Electric,63194.2,53715.07
Toyota,Highlander,2018,2.2,Hybrid,72929.91,61990.423500000004
Audi,A3,2019,5.0,Electric,69845.19,59368.4115
Toyota,Highlander,2014,1.1,Hybrid,35369.75,30064.2875
Volkswagen,Passat,2015,2.6,Diesel,79390.16,67481.636
Nissan,Rogue,2016,4.1,Petrol,74768.5,63553.225
Nissan,Sentra,2011,4.7,Diesel,34287.59,29144.451499999996
Chevrolet,Impala,2013,3.8,Petrol,36369.91,30914.4235
Nissan,Sentra,2020,2.1,Hybrid,48039.54,40833.609
Volkswagen,Tiguan,2012,1.5,Electric,72804.99,61884.241500000004
Chevrolet,Malibu,2020,1.4,Electric,63336.6,53836.11
Mercedes-Benz,GLA,2014,1.8,Electric,57235.22,48649.937
Nissan,Versa,2014,2.3,Electric,33350.84,28348.213999999996
Honda,Civic,2011,4.7,Diesel,52148.84,44326.513999999996
Volkswagen,Passat,2020,2.7,Electric,61484.12,52261.502
Chevrolet,Equinox,2018,2.3,Electric,27787.54,23619.409
Honda,CR-V,2011,4.4,Petrol,54293.27,46149.2795
Mercedes-Benz,S-Class,2013,1.5,Electric,46563.77,39579.2045
Audi,A6,2012,2.6,Hybrid,56160.39,47736.3315
Mercedes-Benz,E-Class,2012,3.4,Electric,63860.46,54281.390999999996
Honda,Fit,2017,4.8,Petrol,58768.59,49953.301499999994
Nissan,Sentra,2015,1.7,Diesel,62287.77,52944.604499999994
Toyota,RAV4,2017,2.2,Hybrid,55278.94,46987.099
Hyundai,Kona,2020,3.1,Petrol,73803.49,62732.9665
Toyota,Highlander,2015,5.0,Diesel,54683.6,46481.06
Hyundai,Santa Fe,2010,3.9,Petrol,75010.24,63758.704000000005
Ford,F-150,2012,3.1,Diesel,61161.46,51987.240999999995
Hyundai,Elantra,2015,4.5,Hybrid,23111.2,19644.52
Hyundai,Santa Fe,2017,4.3,Electric,72305.1,61459.33500000001
Honda,Accord,2017,2.6,Petrol,20573.17,17487.194499999998
Chevrolet,Spark,2017,4.3,Hybrid,16255.21,13816.928499999998
Toyota,RAV4,2016,4.6,Petrol,36468.83,30998.5055
BMW,7 Series,2019,3.3,Electric,48702.26,41396.921
Volkswagen,Golf,2015,4.0,Electric,48701.82,41396.547
BMW,3 Series,2010,3.1,Diesel,37132.41,31562.5485
Ford,Mustang,2011,2.5,Hybrid,30948.38,26306.123
Hyundai,Elantra,2020,1.5,Hybrid,76518.71,65040.9035
Toyota,Camry,2012,2.0,Diesel,56000.79,47600.6715
Honda,CR-V,2016,4.2,Hybrid,64767.81,55052.638499999994
Volkswagen,Tiguan,2013,4.5,Hybrid,79132.09,67262.27649999999
Toyota,Corolla,2019,4.4,Diesel,51690.99,43937.341499999995
Hyundai,Kona,2012,1.0,Petrol,30062.83,25553.4055
BMW,7 Series,2017,2.7,Hybrid,33147.46,28175.340999999997
Honda,CR-V,2018,4.7,Diesel,26394.15,22435.0275
Chevrolet,Spark,2019,4.5,Petrol,24970.3,21224.754999999997
Volkswagen,Tiguan,2017,2.3,Petrol,45552.24,38719.403999999995
Nissan,Murano,2012,1.0,Diesel,44198.45,37568.682499999995
Chevrolet,Malibu,2017,2.1,Diesel,53165.01,45190.2585
BMW,X3,2015,1.0,Petrol,56029.31,47624.913499999995
BMW,7 Series,2010,2.3,Diesel,59184.17,50306.544499999996
Mercedes-Benz,E-Class,2018,3.4,Electric,71202.01,60521.70849999999
Ford,F-150,2010,2.5,Petrol,36475.64,31004.293999999998
Nissan,Altima,2014,4.4,Hybrid,77296.38,65701.923
Honda,CR-V,2018,4.1,Electric,68302.15,58056.82749999999
Hyundai,Sonata,2017,4.8,Electric,19265.71,16375.8535
Honda,Civic,2017,4.9,Electric,54283.85,46141.2725
Mercedes-Benz,S-Class,2012,4.7,Hybrid,32607.78,27716.612999999998
Toyota,RAV4,2017,1.9,Hybrid,42888.93,36455.5905
Nissan,Versa,2019,4.0,Petrol,20104.54,17088.859
Mercedes-Benz,GLA,2018,1.6,Electric,42593.11,36204.1435
Honda,CR-V,2015,1.5,Petrol,75076.06,63814.651
Mercedes-Benz,GLA,2015,1.3,Hybrid,69022.8,58669.38
Nissan,Sentra,2013,2.0,Diesel,60843.07,51716.6095
Nissan,Sentra,2016,4.0,Hybrid,17443.9,14827.315
Hyundai,Santa Fe,2017,1.1,Hybrid,33590.38,28551.822999999997
BMW,X5,2020,1.2,Diesel,50283.89,42741.3065
Honda,Civic,2020,4.8,Electric,37321.06,31722.900999999998
Mercedes-Benz,E-Class,2020,1.6,Hybrid,50762.77,43148.354499999994
BMW,X3,2019,4.5,Petrol,25275.97,21484.5745
Volkswagen,Atlas,2012,4.0,Diesel,17370.54,14764.959
Mercedes-Benz,E-Class,2018,1.6,Electric,21618.39,18375.6315
Hyundai,Kona,2015,2.6,Diesel,64672.49,54971.6165
Honda,CR-V,2017,2.2,Hybrid,21886.7,18603.695
Ford,Fiesta,2017,3.9,Petrol,34311.62,29164.877
Chevrolet,Equinox,2014,4.0,Diesel,24022.65,20419.252500000002
Ford,F-150,2011,2.7,Electric,34406.24,29245.303999999996
Hyundai,Sonata,2015,1.6,Electric,67582.81,57445.388499999994
Volkswagen,Jetta,2018,3.3,Petrol,68924.28,58585.638
Audi,A3,2014,4.5,Diesel,30271.19,25730.511499999997
Nissan,Versa,2015,1.6,Hybrid,45169.11,38393.7435
Hyundai,Kona,2017,4.9,Diesel,67430.78,57316.163
Chevrolet,Impala,2020,1.7,Hybrid,61863.99,52584.3915
Volkswagen,Jetta,2015,3.5,Petrol,43624.47,37080.7995
BMW,X5,2013,3.0,Diesel,43803.03,37232.5755
Toyota,Prius,2015,4.2,Diesel,29241.01,24854.8585
BMW,3 Series,2014,2.2,Electric,20654.9,17556.665
Ford,Mustang,2018,3.9,Electric,39896.44,33911.974
Honda,Pilot,2010,4.6,Hybrid,78534.9,66754.665
Toyota,Prius,2019,1.3,Petrol,66531.16,56551.486000000004
Hyundai,Kona,2014,2.7,Hybrid,18553.79,15770.7215
Audi,A4,2010,4.9,Petrol,65263.44,55473.924
Volkswagen,Golf,2016,4.8,Petrol,39620.16,33677.136
Toyota,Highlander,2013,4.6,Electric,44793.86,38074.781
BMW,X5,2013,2.9,Hybrid,23925.07,20336.3095
BMW,5 Series,2012,3.2,Electric,74117.04,62999.48399999999
Audi,A6,2015,2.6,Petrol,17555.2,14921.92
Mercedes-Benz,GLC,2016,3.3,Diesel,46947.86,39905.681
Honda,Accord,2010,3.6,Electric,16923.79,14385.2215
Hyundai,Santa Fe,2017,2.0,Diesel,41487.32,35264.222
Hyundai,Santa Fe,2013,4.7,Hybrid,48308.41,41062.1485
Toyota,Corolla,2019,1.6,Petrol,76142.19,64720.8615
Toyota,Camry,2017,3.4,Diesel,34729.82,29520.346999999998
BMW,X3,2018,3.3,Electric,56525.13,48046.360499999995
Toyota,Camry,2017,3.6,Petrol,36712.83,31205.9055
Audi,A3,2019,1.9,Petrol,49257.41,41868.798500000004
Ford,Mustang,2010,3.9,Hybrid,50185.14,42657.369
BMW,X5,2017,1.8,Petrol,34554.61,29371.4185
Ford,Mustang,2012,1.0,Diesel,41293.28,35099.288
Hyundai,Santa Fe,2016,1.3,Petrol,57834.5,49159.325
Ford,Focus,2018,2.1,Electric,15893.14,13509.169
Mercedes-Benz,GLA,2018,4.7,Diesel,62437.09,53071.52649999999
Toyota,Highlander,2019,3.3,Diesel,60913.3,51776.305
Toyota,RAV4,2017,2.4,Hybrid,23795.04,20225.784
Hyundai,Kona,2011,3.0,Hybrid,22278.53,18936.7505
Volkswagen,Golf,2016,2.4,Hybrid,57040.8,48484.68
BMW,X5,2013,4.5,Electric,52243.69,44407.1365
Nissan,Versa,2012,1.6,Diesel,73288.96,62295.616
Ford,Fiesta,2015,1.5,Electric,62237.41,52901.798500000004
Chevrolet,Impala,2012,2.1,Diesel,77625.79,65981.9215
Audi,A3,2016,1.6,Petrol,44510.78,37834.163
BMW,X5,2015,1.7,Petrol,26240.86,22304.731
Mercedes-Benz,E-Class,2016,4.4,Electric,67533.51,57403.483499999995
Honda,Pilot,2017,1.9,Electric,71398.87,60689.03949999999
Nissan,Versa,2010,4.5,Diesel,18381.61,15624.3685
Volkswagen,Passat,2017,2.7,Electric,19747.5,16785.375
BMW,X3,2010,1.4,Petrol,43886.58,37303.593
Chevrolet,Tahoe,2015,4.2,Petrol,39787.07,33819.0095
Honda,Civic,2020,2.7,Diesel,40113.28,34096.288
Hyundai,Elantra,2020,2.9,Diesel,59508.41,50582.1485
Chevrolet,Tahoe,2013,1.8,Petrol,42121.21,35803.0285
Audi,Q7,2020,1.9,Petrol,62958.75,53514.9375
Mercedes-Benz,C-Class,2015,3.0,Diesel,49099.05,41734.192500000005
Honda,Civic,2015,1.4,Petrol,46787.36,39769.256
Hyundai,Santa Fe,2015,3.5,Hybrid,19089.92,16226.431999999999
BMW,3 Series,2010,1.3,Petrol,55819.54,47446.609
Chevrolet,Tahoe,2012,3.8,Hybrid,19439.12,16523.252
Honda,Accord,2011,4.7,Petrol,39777.28,33810.687999999995
Hyundai,Kona,2011,3.8,Hybrid,48019.12,40816.252
Audi,A3,2018,2.3,Petrol,63061.57,53602.3345
Nissan,Sentra,2011,2.2,Diesel,66519.7,56541.744999999995
Chevrolet,Impala,2012,4.9,Hybrid,47623.82,40480.246999999996
Ford,Focus,2018,1.5,Diesel,54186.07,46058.1595
Honda,Civic,2016,4.8,Electric,72533.49,61653.4665
Nissan,Sentra,2016,1.1,Hybrid,74708.47,63502.1995
Toyota,Corolla,2019,3.1,Electric,33112.95,28146.007499999996
Mercedes-Benz,E-Class,2018,1.6,Petrol,29693.05,25239.0925
Honda,Civic,2016,2.1,Hybrid,67573.33,57437.3305
Chevrolet,Spark,2010,4.1,Electric,24895.21,21160.928499999998
Nissan,Sentra,2017,4.3,Diesel,69892.32,59408.472
Toyota,Corolla,2016,4.3,Diesel,45605.61,38764.7685
Audi,Q7,2014,1.2,Diesel,59951.13,50958.460499999994
BMW,X3,2015,4.1,Diesel,25397.9,21588.215
Ford,Fiesta,2015,4.8,Diesel,74555.82,63372.44700000001
Nissan,Rogue,2013,1.0,Hybrid,50964.89,43320.1565
Audi,Q5,2018,2.4,Electric,76057.1,64648.535
Hyundai,Kona,2014,4.8,Diesel,75097.25,63832.6625
Honda,Fit,2013,1.3,Petrol,16014.12,13612.002
Ford,Fiesta,2018,4.7,Diesel,66652.9,56654.965
Volkswagen,Golf,2014,4.0,Electric,59520.09,50592.076499999996
Volkswagen,Passat,2016,3.2,Electric,70890.16,60256.636
BMW,X5,2012,2.8,Hybrid,59515.97,50588.5745
Ford,Mustang,2018,4.6,Diesel,26887.88,22854.698
Ford,F-150,2020,2.2,Diesel,27963.11,23768.6435
Toyota,Highlander,2012,2.0,Hybrid,76389.64,64931.193999999996
Audi,Q7,2010,4.8,Diesel,77123.47,65554.9495
Chevrolet,Tahoe,2011,4.9,Petrol,46942.3,39900.955
Mercedes-Benz,C-Class,2017,5.0,Diesel,19470.59,16550.0015
Honda,Civic,2011,3.2,Electric,24074.85,20463.622499999998
Chevrolet,Equinox,2010,3.6,Hybrid,57169.71,48594.2535
Volkswagen,Golf,2018,3.5,Hybrid,24843.79,21117.2215
Toyota,RAV4,2013,4.8,Diesel,22960.67,19516.569499999998
Chevrolet,Impala,2010,1.6,Diesel,29624.23,25180.5955
BMW,3 Series,2015,3.6,Electric,43972.43,37376.5655
Ford,Mustang,2017,3.0,Diesel,39185.71,33307.8535
Nissan,Murano,2019,3.8,Petrol,60247.46,51210.341
Nissan,Murano,2018,1.1,Hybrid,33212.86,28230.931
Chevrolet,Equinox,2019,2.4,Petrol,49208.89,41827.5565
Ford,Fiesta,2017,1.4,Diesel,44041.16,37434.986000000004
Audi,A6,2013,1.0,Electric,50895.0,43260.75
Mercedes-Benz,C-Class,2010,4.2,Petrol,25184.1,21406.484999999997
Hyundai,Kona,2018,3.0,Diesel,56896.93,48362.3905
Toyota,Corolla,2014,1.6,Diesel,57698.19,49043.4615
Audi,A4,2017,3.6,Electric,75595.17,64255.894499999995
Ford,F-150,2013,4.7,Electric,65172.43,55396.5655
Nissan,Rogue,2018,1.6,Hybrid,35677.8,30326.13
Ford,F-150,2019,3.0,Electric,40846.09,34719.176499999994
Chevrolet,Tahoe,2017,2.6,Hybrid,19991.65,16992.9025
Honda,Pilot,2014,4.3,Hybrid,45208.6,38427.31
Ford,F-150,2017,3.9,Hybrid,78714.05,66906.9425
Nissan,Rogue,2011,2.2,Petrol,15725.73,13366.870499999999
Nissan,Altima,2020,1.9,Petrol,46385.54,39427.709
Volkswagen,Tiguan,2018,3.6,Petrol,38901.48,33066.258
Nissan,Sentra,2012,2.0,Hybrid,75638.43,64292.665499999996
Toyota,RAV4,2018,3.5,Electric,72283.27,61440.779500000004
Mercedes-Benz,C-Class,2015,1.9,Diesel,47446.04,40329.134
Audi,A4,2019,2.4,Petrol,30605.23,26014.445499999998
Chevrolet,Spark,2018,4.9,Petrol,39697.62,33742.977
Honda,Fit,2012,3.9,Petrol,64711.4,55004.69
Audi,Q7,2014,2.5,Petrol,17650.05,15002.5425
Volkswagen,Jetta,2014,3.6,Hybrid,49251.57,41863.8345
Ford,F-150,2015,2.6,Electric,25282.32,21489.971999999998
Toyota,Prius,2019,3.6,Petrol,18476.74,15705.229000000001
Nissan,Altima,2013,4.2,Diesel,57568.94,48933.599
Ford,Focus,2015,2.8,Diesel,20927.67,17788.5195
Honda,CR-V,2015,2.6,Petrol,47142.84,40071.414
Volkswagen,Tiguan,2010,1.4,Hybrid,58979.29,50132.3965
Nissan,Altima,2015,4.9,Hybrid,48427.42,41163.307
Mercedes-Benz,GLA,2020,2.3,Diesel,50096.76,42582.246
BMW,7 Series,2014,2.3,Diesel,45749.58,38887.143000000004
